interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
1549,2,HTT,Vdac1,UniProtP42858,UniProtQ60932,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1550,2,HTT,VDAC1,UniProtP42858,UniProtP21796,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.35
1551,2,HTT,VDAC1,UniProtP42858,UniProtP21796,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.35
1552,2,HTT,Vdac1,UniProtP42858,UniProtQ60932,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1553,2,HTT,Vdac1,UniProtP42858,UniProtQ60932,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1554,2,HTT,Vdac1,UniProtP42858,UniProtQ60932,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1555,2,HTT,Vdac2,UniProtP42858,UniProtQ60930,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1556,2,HTT,VDAC3,UniProtP42858,UniProtQ9Y277,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.35
1557,2,HTT,Wdfy3,UniProtP42858,IntActEBI-2935946,Homo sapiens,Rattus norvegicus (Rat),Rattus norvegicus neuronal cell,1,anti tag coip,association,0.35
1558,2,HTT,YWHAG,UniProtP42858,UniProtP61981,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.35
1559,2,HTT,YWHAG,UniProtP42858,UniProtP61981,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.35
1560,2,HTT,Ywhag,UniProtP42858,UniProtP61982,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1561,2,HTT,Ywhag,UniProtP42858,UniProtP61982,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1562,2,HTT,Ywhag,UniProtP42858,UniProtP61982,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1563,2,pi3p,HLA-A,ChEBICHEBI:17283,UniProtQ95IZ1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1564,2,pi3p,ABI1,ChEBICHEBI:17283,UniProtQ8IZP0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1565,2,pi3p,ABR,ChEBICHEBI:17283,UniProtQ12979,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1566,2,pi3p,ABR,ChEBICHEBI:17283,UniProtQ12979,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1567,2,pi3p,ACAP2,ChEBICHEBI:17283,UniProtQ15057,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1568,2,pi3p,ACAP2,ChEBICHEBI:17283,UniProtQ15057,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1569,2,pi3p,ACOT11,ChEBICHEBI:17283,UniProtQ8WXI4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1570,2,pi3p,ACSF2,ChEBICHEBI:17283,UniProtQ96CM8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1571,2,pi3p,ACTN4,ChEBICHEBI:17283,UniProtO43707,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1572,2,pi3p,ADAM10,ChEBICHEBI:17283,UniProtO14672,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1573,2,pi3p,ADRM1,ChEBICHEBI:17283,UniProtQ16186,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1574,2,pi3p,ADRM1,ChEBICHEBI:17283,UniProtQ16186,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1575,2,pi3p,AGK,ChEBICHEBI:17283,UniProtQ53H12,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1576,2,pi3p,AGK,ChEBICHEBI:17283,UniProtQ53H12,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1577,2,pi3p,AHNAK,ChEBICHEBI:17283,UniProtQ09666,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1578,2,pi3p,AIDA,ChEBICHEBI:17283,UniProtQ96BJ3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1579,2,pi3p,AKT1S1,ChEBICHEBI:17283,UniProtQ96B36,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1580,2,pi3p,ANAPC7,ChEBICHEBI:17283,UniProtQ9UJX3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1581,2,pi3p,ANKFY1,ChEBICHEBI:17283,UniProtQ9P2R3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1582,2,pi3p,ANKRD11,ChEBICHEBI:17283,UniProtQ6UB99,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1583,2,pi3p,ANXA1,ChEBICHEBI:17283,UniProtP04083,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1584,2,pi3p,ANXA11,ChEBICHEBI:17283,UniProtP50995,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1585,2,pi3p,ANXA2,ChEBICHEBI:17283,UniProtP07355,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1586,2,pi3p,ANXA3,ChEBICHEBI:17283,UniProtP12429,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1587,2,pi3p,ANXA4,ChEBICHEBI:17283,UniProtP09525,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1588,2,pi3p,ANXA5,ChEBICHEBI:17283,UniProtP08758,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1589,2,pi3p,ANXA6,ChEBICHEBI:17283,UniProtP08133,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1590,2,pi3p,ANXA6,ChEBICHEBI:17283,UniProtP08133,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1591,2,pi3p,ANXA7,ChEBICHEBI:17283,UniProtP20073,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1592,2,pi3p,ANXA9,ChEBICHEBI:17283,UniProtO76027,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1593,2,pi3p,ANXA9,ChEBICHEBI:17283,UniProtO76027,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1594,2,pi3p,AP1G1,ChEBICHEBI:17283,UniProtO43747,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1595,2,pi3p,AP1M2,ChEBICHEBI:17283,UniProtQ9Y6Q5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1596,2,pi3p,AP1S1,ChEBICHEBI:17283,UniProtP61966,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1597,2,pi3p,AP2A1,ChEBICHEBI:17283,UniProtO95782,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1598,2,pi3p,AP2A1,ChEBICHEBI:17283,UniProtO95782,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1599,2,pi3p,AP2A2,ChEBICHEBI:17283,UniProtO94973,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1600,2,pi3p,AP2B1,ChEBICHEBI:17283,UniProtP63010,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1601,2,pi3p,AP2B1,ChEBICHEBI:17283,UniProtP63010,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1602,2,pi3p,AP2M1,ChEBICHEBI:17283,UniProtQ96CW1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1603,2,pi3p,AP3B1,ChEBICHEBI:17283,UniProtO00203,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1604,2,pi3p,AP3D1,ChEBICHEBI:17283,UniProtO14617,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1605,2,pi3p,AP3D1,ChEBICHEBI:17283,UniProtO14617,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1606,2,pi3p,AP3M1,ChEBICHEBI:17283,UniProtQ9Y2T2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1607,2,pi3p,AP3S1,ChEBICHEBI:17283,UniProtQ92572,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1608,2,pi3p,ARAF,ChEBICHEBI:17283,UniProtP10398,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1609,2,pi3p,ARAP1,ChEBICHEBI:17283,UniProtQ96P48,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1610,2,pi3p,ARAP3,ChEBICHEBI:17283,UniProtQ8WWN8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1611,2,pi3p,ARCN1,ChEBICHEBI:17283,UniProtP48444,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1612,2,pi3p,ARCN1,ChEBICHEBI:17283,UniProtP48444,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1613,2,pi3p,ARF1,ChEBICHEBI:17283,UniProtP84077,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1614,2,pi3p,ARF4,ChEBICHEBI:17283,UniProtP18085,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1615,2,pi3p,ARF6,ChEBICHEBI:17283,UniProtP62330,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1616,2,pi3p,ARFGEF1,ChEBICHEBI:17283,UniProtQ9Y6D6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1617,2,pi3p,ARFGEF2,ChEBICHEBI:17283,UniProtQ9Y6D5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1618,2,pi3p,ARFRP1,ChEBICHEBI:17283,UniProtQ13795,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1619,2,pi3p,ARHGAP1,ChEBICHEBI:17283,UniProtQ07960,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1620,2,pi3p,ARHGAP17,ChEBICHEBI:17283,UniProtQ68EM7,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1621,2,pi3p,ARHGAP18,ChEBICHEBI:17283,UniProtQ8N392,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1622,2,pi3p,ARHGAP35,ChEBICHEBI:17283,UniProtQ9NRY4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1623,2,pi3p,ARHGAP8,ChEBICHEBI:17283,UniProtP85298,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1624,2,pi3p,ARHGAP8,ChEBICHEBI:17283,UniProtP85298,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1625,2,pi3p,ARHGEF1,ChEBICHEBI:17283,UniProtQ92888,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1626,2,pi3p,ARHGEF10L,ChEBICHEBI:17283,UniProtQ9HCE6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1627,2,pi3p,ARHGEF10L,ChEBICHEBI:17283,UniProtQ9HCE6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1628,2,pi3p,ARHGEF2,ChEBICHEBI:17283,UniProtQ92974,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1629,2,pi3p,ARHGEF26,ChEBICHEBI:17283,UniProtQ96DR7-3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1630,2,pi3p,ARL1,ChEBICHEBI:17283,UniProtP40616,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1631,2,pi3p,ARL15,ChEBICHEBI:17283,UniProtQ9NXU5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1632,2,pi3p,ARL2,ChEBICHEBI:17283,UniProtP36404,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1633,2,pi3p,ARL2,ChEBICHEBI:17283,UniProtP36404,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1634,2,pi3p,ARL5A,ChEBICHEBI:17283,UniProtQ9Y689,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1635,2,pi3p,ARL6IP1,ChEBICHEBI:17283,UniProtQ15041,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1636,2,pi3p,ARL6IP1,ChEBICHEBI:17283,UniProtQ15041,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1637,2,pi3p,ARL8A,ChEBICHEBI:17283,UniProtQ96BM9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1638,2,pi3p,ARL8B,ChEBICHEBI:17283,UniProtQ9NVJ2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1639,2,pi3p,ASAH1,ChEBICHEBI:17283,UniProtQ13510,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1640,2,pi3p,ASPSCR1,ChEBICHEBI:17283,UniProtQ9BZE9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1641,2,pi3p,ATG3,ChEBICHEBI:17283,UniProtQ9NT62,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1642,2,pi3p,ATG5,ChEBICHEBI:17283,UniProtQ9H1Y0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1643,2,pi3p,ATG7,ChEBICHEBI:17283,UniProtO95352,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1644,2,pi3p,ATM,ChEBICHEBI:17283,UniProtQ13315,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1645,2,pi3p,ATP6V0C,ChEBICHEBI:17283,UniProtP27449,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1646,2,pi3p,ATP6V0C,ChEBICHEBI:17283,UniProtP27449,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1647,2,pi3p,ATP6V0D1,ChEBICHEBI:17283,UniProtP61421,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1648,2,pi3p,ATP6V1A,ChEBICHEBI:17283,UniProtP38606,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1649,2,pi3p,ATP6V1A,ChEBICHEBI:17283,UniProtP38606,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1650,2,pi3p,ATP6V1B2,ChEBICHEBI:17283,UniProtP21281,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1651,2,pi3p,ATP6V1B2,ChEBICHEBI:17283,UniProtP21281,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1652,2,pi3p,ATP6V1C1,ChEBICHEBI:17283,UniProtP21283,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1653,2,pi3p,ATP6V1C2,ChEBICHEBI:17283,UniProtQ8NEY4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1654,2,pi3p,ATP6V1C2,ChEBICHEBI:17283,UniProtQ8NEY4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1655,2,pi3p,ATP6V1D,ChEBICHEBI:17283,UniProtQ9Y5K8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1656,2,pi3p,ATP6V1D,ChEBICHEBI:17283,UniProtQ9Y5K8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1657,2,pi3p,ATP6V1E1,ChEBICHEBI:17283,UniProtP36543,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1658,2,pi3p,ATP6V1E1,ChEBICHEBI:17283,UniProtP36543,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1659,2,pi3p,ATP6V1G1,ChEBICHEBI:17283,UniProtO75348,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1660,2,pi3p,ATP6V1H,ChEBICHEBI:17283,UniProtQ9UI12,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1661,2,pi3p,ATP6V1H,ChEBICHEBI:17283,UniProtQ9UI12,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1662,2,pi3p,ATR,ChEBICHEBI:17283,UniProtQ13535,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1663,2,pi3p,HLA-B,ChEBICHEBI:17283,UniProtP01889,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1664,2,pi3p,b4dyu4_human,ChEBICHEBI:17283,UniProtB4DYU4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1665,2,pi3p,b4e074_human,ChEBICHEBI:17283,UniProtB4E074,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1666,2,pi3p,BAIAP2,ChEBICHEBI:17283,UniProtQ9UQB8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1667,2,pi3p,BAZ1A,ChEBICHEBI:17283,UniProtQ9NRL2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1668,2,pi3p,BAZ1B,ChEBICHEBI:17283,UniProtQ9UIG0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1669,2,pi3p,BCAP29,ChEBICHEBI:17283,UniProtQ9UHQ4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1670,2,pi3p,BCAP31,ChEBICHEBI:17283,UniProtP51572,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1671,2,pi3p,BCAP31,ChEBICHEBI:17283,UniProtP51572,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1672,2,pi3p,BCCIP,ChEBICHEBI:17283,UniProtQ9P287,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1673,2,pi3p,BET1,ChEBICHEBI:17283,UniProtO15155,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1674,2,pi3p,BIN1,ChEBICHEBI:17283,UniProtO00499,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1675,2,pi3p,BIN1,ChEBICHEBI:17283,UniProtO00499,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1676,2,pi3p,BLOC1S1,ChEBICHEBI:17283,UniProtP78537,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1677,2,pi3p,BLOC1S2,ChEBICHEBI:17283,UniProtQ6QNY1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1678,2,pi3p,BLOC1S4,ChEBICHEBI:17283,UniProtQ9NUP1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1679,2,pi3p,BLOC1S5,ChEBICHEBI:17283,UniProtQ8TDH9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1680,2,pi3p,BLOC1S6,ChEBICHEBI:17283,UniProtQ9UL45,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1681,2,pi3p,BNIP1,ChEBICHEBI:17283,UniProtQ12981,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1682,2,pi3p,HLA-C,ChEBICHEBI:17283,UniProtP10321,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1683,2,pi3p,HLA-C,ChEBICHEBI:17283,UniProtA0A140T921,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1684,2,pi3p,CAB39,ChEBICHEBI:17283,UniProtQ9Y376,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1685,2,pi3p,CAB39,ChEBICHEBI:17283,UniProtQ9Y376,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1686,2,pi3p,CACYBP,ChEBICHEBI:17283,UniProtQ9HB71,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1687,2,pi3p,CADPS2,ChEBICHEBI:17283,UniProtQ86UW7,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1688,2,pi3p,CALM1,ChEBICHEBI:17283,UniProtP0DP25,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1689,2,pi3p,CALR,ChEBICHEBI:17283,UniProtP27797,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1690,2,pi3p,CALR,ChEBICHEBI:17283,UniProtP27797,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1691,2,pi3p,CANX,ChEBICHEBI:17283,UniProtP27824,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1692,2,pi3p,CASK,ChEBICHEBI:17283,UniProtO14936,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1693,2,pi3p,CASK,ChEBICHEBI:17283,UniProtO14936,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1694,2,pi3p,CCDC50,ChEBICHEBI:17283,UniProtQ8IVM0-2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1695,2,pi3p,CCND1,ChEBICHEBI:17283,UniProtP24385,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1696,2,pi3p,CDC23,ChEBICHEBI:17283,UniProtQ9UJX2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1697,2,pi3p,CDC42,ChEBICHEBI:17283,UniProtP60953-2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1698,2,pi3p,CDC42,ChEBICHEBI:17283,UniProtP60953-2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1699,2,pi3p,CDC42BPB,ChEBICHEBI:17283,UniProtQ9Y5S2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1700,2,pi3p,CDC42BPB,ChEBICHEBI:17283,UniProtQ9Y5S2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1701,2,pi3p,CDC42BPG,ChEBICHEBI:17283,UniProtQ6DT37,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1702,2,pi3p,CDC42SE2,ChEBICHEBI:17283,UniProtQ9NRR3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1703,2,pi3p,CDC5L,ChEBICHEBI:17283,UniProtQ99459,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1704,2,pi3p,CDIPT,ChEBICHEBI:17283,UniProtO14735,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1705,2,pi3p,CDIPT,ChEBICHEBI:17283,UniProtO14735,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1706,2,pi3p,CDK1,ChEBICHEBI:17283,UniProtP06493,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1707,2,pi3p,CDK1,ChEBICHEBI:17283,UniProtP06493,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1708,2,pi3p,CDK11A,ChEBICHEBI:17283,UniProtQ9UQ88,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1709,2,pi3p,CDK4,ChEBICHEBI:17283,UniProtP11802,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1710,2,pi3p,CDK5,ChEBICHEBI:17283,UniProtQ00535,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1711,2,pi3p,CDK5,ChEBICHEBI:17283,UniProtQ00535,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1712,2,pi3p,CENPV,ChEBICHEBI:17283,UniProtQ7Z7K6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1713,2,pi3p,CFL1,ChEBICHEBI:17283,UniProtP23528,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1714,2,pi3p,CHD3,ChEBICHEBI:17283,UniProtQ12873,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1715,2,pi3p,CHD4,ChEBICHEBI:17283,UniProtQ14839,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1716,2,pi3p,CHEK1,ChEBICHEBI:17283,UniProtO14757,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1717,2,pi3p,CHMP1A,ChEBICHEBI:17283,UniProtQ9HD42,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1718,2,pi3p,CHMP1B,ChEBICHEBI:17283,UniProtQ7LBR1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1719,2,pi3p,CHMP2A,ChEBICHEBI:17283,UniProtO43633,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1720,2,pi3p,CHMP5,ChEBICHEBI:17283,UniProtQ9NZZ3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
