interactor_id,disease_id,accession,name,preferred_id,type,species,description
1160,3,EBI-2515234,CENPU,UniProtQ71F23,protein,Homo sapiens,Centromere protein U
1161,3,EBI-473271,TCERG1,UniProtO14776,protein,Homo sapiens,Transcription elongation regulator 1
1162,3,EBI-7112539,CHGA,UniProtP10645,protein,Homo sapiens,Chromogranin-A
1163,3,EBI-711226,UBQLN4,UniProtQ9NRR5,protein,Homo sapiens,Ubiquilin-4
1164,3,EBI-78579,NPM1,UniProtP06748,protein,Homo sapiens,Nucleophosmin
1165,3,EBI-712752,POLA2,UniProtQ14181,protein,Homo sapiens,DNA polymerase alpha subunit B
1166,3,EBI-740175,STK24,UniProtQ9Y6E0,protein,Homo sapiens,Serine/threonine-protein kinase 24
1167,3,EBI-6507625,TNRC6C,UniProtQ9HCJ0,protein,Homo sapiens,Trinucleotide repeat-containing gene 6C protein
1168,3,EBI-2555061,TUBGCP5,UniProtQ96RT8,protein,Homo sapiens,Gamma-tubulin complex component 5
1169,3,EBI-394712,POLR2B,UniProtP30876,protein,Homo sapiens,DNA-directed RNA polymerase II subunit RPB2
1170,3,EBI-2795681,THYN1,UniProtQ9P016,protein,Homo sapiens,Thymocyte nuclear protein 1
1171,3,EBI-299727,HNRNPDL,UniProtO14979,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein D-like
1172,3,EBI-2692369,KIF2A,UniProtO00139,protein,Homo sapiens,Kinesin-like protein KIF2A
1173,3,EBI-2820683,TLE4,UniProtQ04727,protein,Homo sapiens,Transducin-like enhancer protein 4
1174,3,EBI-989143,PPM1A,UniProtP35813,protein,Homo sapiens,Protein phosphatase 1A
1175,3,EBI-744248,MLH1,UniProtP40692,protein,Homo sapiens,DNA mismatch repair protein Mlh1
1176,3,EBI-2515082,MPST,UniProtP25325,protein,Homo sapiens,3-mercaptopyruvate sulfurtransferase
1177,3,EBI-354047,EIF3I,UniProtQ13347,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit I
1178,3,EBI-359141,RPL38,UniProtP63173,protein,Homo sapiens,Large ribosomal subunit protein eL38
1179,3,EBI-2823728,RECQL,UniProtP46063,protein,Homo sapiens,ATP-dependent DNA helicase Q1
1180,3,EBI-2654318,BOD1L1,UniProtQ8NFC6,protein,Homo sapiens,Biorientation of chromosomes in cell division protein 1-like 1
1181,3,EBI-1050760,HNRNPA3,UniProtP51991,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein A3
1182,3,EBI-476409,RFC2,UniProtP35250,protein,Homo sapiens,Replication factor C subunit 2
1183,3,EBI-922818,SEH1L,UniProtQ96EE3,protein,Homo sapiens,Nucleoporin SEH1
1184,3,EBI-2514883,VAT1,UniProtQ99536,protein,Homo sapiens,Synaptic vesicle membrane protein VAT-1 homolog
1185,3,EBI-351126,HNRNPU,UniProtQ00839,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein U
1186,3,EBI-916524,RPL19,UniProtP84098,protein,Homo sapiens,Large ribosomal subunit protein eL19
1187,3,EBI-356991,HSPA2,UniProtP54652,protein,Homo sapiens,Heat shock-related 70 kDa protein 2
1188,3,EBI-744408,RNF40,UniProtO75150,protein,Homo sapiens,E3 ubiquitin-protein ligase BRE1B
1189,3,EBI-443462,RPL15,UniProtP61313,protein,Homo sapiens,Large ribosomal subunit protein eL15
1190,3,EBI-350581,RPL27A,UniProtP46776,protein,Homo sapiens,Large ribosomal subunit protein uL15
1191,3,EBI-1364,KHDRBS1,UniProtQ07666,protein,Homo sapiens,KH domain-containing; RNA-binding; signal transduction-associated protein 1
1192,3,EBI-711389,ERH,UniProtP84090,protein,Homo sapiens,Enhancer of rudimentary homolog
1193,3,EBI-352039,THRAP3,UniProtQ9Y2W1,protein,Homo sapiens,Thyroid hormone receptor-associated protein 3
1194,3,EBI-1046849,SUPT16H,UniProtQ9Y5B9,protein,Homo sapiens,FACT complex subunit SPT16
1195,3,EBI-357966,HNRNPC,UniProtP07910,protein,Homo sapiens,Heterogeneous nuclear ribonucleoproteins C1/C2
1196,3,EBI-347740,EIF3E,UniProtP60228,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit E
1197,3,EBI-366617,EIF3A,UniProtQ14152,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit A
1198,3,EBI-355315,EPRS1,UniProtP07814,protein,Homo sapiens,Bifunctional glutamate/proline--tRNA ligase
1199,3,EBI-373519,EIF3L,UniProtQ9Y262,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit L
1200,3,EBI-350989,TUBB3,UniProtQ13509,protein,Homo sapiens,Tubulin beta-3 chain
1201,3,EBI-356221,GCN1,UniProtQ92616,protein,Homo sapiens,Stalled ribosome sensor GCN1
1202,3,EBI-351356,TUBB4B,UniProtP68371,protein,Homo sapiens,Tubulin beta-4B chain
1203,3,EBI-351811,RPS8,UniProtP62241,protein,Homo sapiens,Small ribosomal subunit protein eS8
1204,3,EBI-355665,TUBB2B,UniProtQ9BVA1,protein,Homo sapiens,Tubulin beta-2B chain
1205,3,EBI-355007,TUBB4A,UniProtP04350,protein,Homo sapiens,Tubulin beta-4A chain
1206,3,EBI-356735,TUBB6,UniProtQ9BUF5,protein,Homo sapiens,Tubulin beta-6 chain
1207,3,EBI-73449,EIF4A1,UniProtP60842,protein,Homo sapiens,Eukaryotic initiation factor 4A-I
1208,3,EBI-1058566,IGF2BP3,UniProtO00425,protein,Homo sapiens,Insulin-like growth factor 2 mRNA-binding protein 3
1209,3,EBI-1103245,TUBA1C,UniProtQ9BQE3,protein,Homo sapiens,Tubulin alpha-1C chain
1210,3,EBI-356246,TUBA8,UniProtQ9NY65,protein,Homo sapiens,Tubulin alpha-8 chain
1211,3,EBI-486809,HNRNPM,UniProtP52272,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein M
1212,3,EBI-538479,PRPF8,UniProtQ6P2Q9,protein,Homo sapiens,Pre-mRNA-processing-splicing factor 8
1213,3,EBI-351772,TUBA4A,UniProtP68366,protein,Homo sapiens,Tubulin alpha-4A chain
1214,3,EBI-603319,PSMB7,UniProtQ99436,protein,Homo sapiens,Proteasome subunit beta type-7
1215,3,EBI-1045395,SNRNP200,UniProtO75643,protein,Homo sapiens,U5 small nuclear ribonucleoprotein 200 kDa helicase
1216,3,EBI-359335,PSMB2,UniProtP49721,protein,Homo sapiens,Proteasome subunit beta type-2
1217,3,EBI-346977,SF3B3,UniProtQ15393,protein,Homo sapiens,Splicing factor 3B subunit 3
1218,3,EBI-296519,EIF4G2,UniProtP78344,protein,Homo sapiens,Eukaryotic translation initiation factor 4 gamma 2
1219,3,EBI-1051583,ZRANB2,UniProtO95218,protein,Homo sapiens,Zinc finger Ran-binding domain-containing protein 2
1220,3,EBI-354303,RPS4X,UniProtP62701,protein,Homo sapiens,Small ribosomal subunit protein eS4; X isoform
1221,3,EBI-358093,FAU,UniProtP62861,protein,Homo sapiens,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein
1222,3,EBI-352823,HNRNPH2,UniProtP55795,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein H2
1223,3,EBI-351193,RPS3,UniProtP23396,protein,Homo sapiens,Small ribosomal subunit protein uS3
1224,3,EBI-355765,VARS1,UniProtP26640,protein,Homo sapiens,Valine--tRNA ligase
1225,3,EBI-357897,EFTUD2,UniProtQ15029,protein,Homo sapiens,116 kDa U5 small nuclear ribonucleoprotein component
1226,3,EBI-366632,EIF3G,UniProtO75821,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit G
1227,3,EBI-752037,RAB2A,UniProtP61019,protein,Homo sapiens,Ras-related protein Rab-2A
1228,3,EBI-350495,PHGDH,UniProtO43175,protein,Homo sapiens,D-3-phosphoglycerate dehydrogenase
1229,3,EBI-352378,RPS3A,UniProtP61247,protein,Homo sapiens,Small ribosomal subunit protein eS1
1230,3,EBI-749111,SF3B2,UniProtQ13435,protein,Homo sapiens,Splicing factor 3B subunit 2
1231,3,EBI-351962,DDX5,UniProtP17844,protein,Homo sapiens,Probable ATP-dependent RNA helicase DDX5
1232,3,EBI-1053164,DNAJB6,UniProtO75190,protein,Homo sapiens,DnaJ homolog subfamily B member 6
1233,3,EBI-396155,NOLC1,UniProtQ14978,protein,Homo sapiens,Nucleolar and coiled-body phosphoprotein 1
1234,3,EBI-351896,HSPA8,UniProtP11142,protein,Homo sapiens,Heat shock cognate 71 kDa protein
1235,3,EBI-718395,PRPF4,UniProtO43172,protein,Homo sapiens,U4/U6 small nuclear ribonucleoprotein Prp4
1236,3,EBI-2878099,RBM28,UniProtQ9NW13,protein,Homo sapiens,RNA-binding protein 28
1237,3,EBI-356973,PFDN6,UniProtO15212,protein,Homo sapiens,Prefoldin subunit 6
1238,3,EBI-353779,DDX3X,UniProtO00571,protein,Homo sapiens,ATP-dependent RNA helicase DDX3X
1239,3,EBI-356273,COPA,UniProtP53621,protein,Homo sapiens,Coatomer subunit alpha
1240,3,EBI-353105,RPS20,UniProtP60866,protein,Homo sapiens,Small ribosomal subunit protein uS10
1241,3,EBI-358236,EXOSC10,UniProtQ01780,protein,Homo sapiens,Exosome component 10
1242,3,EBI-366305,FMR1,UniProtQ06787,protein,Homo sapiens,Fragile X messenger ribonucleoprotein 1
1243,3,EBI-366647,EIF3J,UniProtO75822,protein,Homo sapiens,Eukaryotic translation initiation factor 3 subunit J
1244,3,EBI-1058850,SRP72,UniProtO76094,protein,Homo sapiens,Signal recognition particle subunit SRP72
1245,3,EBI-1046690,SNX2,UniProtO60749,protein,Homo sapiens,Sorting nexin-2
1246,3,EBI-1056089,RAB7A,UniProtP51149,protein,Homo sapiens,Ras-related protein Rab-7a
1247,3,EBI-1054743,SF3A1,UniProtQ15459,protein,Homo sapiens,Splicing factor 3A subunit 1
1248,3,EBI-712149,PSME1,UniProtQ06323,protein,Homo sapiens,Proteasome activator complex subunit 1
1249,3,EBI-743526,RBMX,UniProtP38159,protein,Homo sapiens,RNA-binding motif protein; X chromosome
1250,3,EBI-1220811,TLN2,UniProtQ9Y4G6,protein,Homo sapiens,Talin-2
1251,3,EBI-354912,HSPA1L,UniProtP34931,protein,Homo sapiens,Heat shock 70 kDa protein 1-like
1252,3,EBI-714796,RALY,UniProtQ9UKM9,protein,Homo sapiens,RNA-binding protein Raly
1253,3,EBI-120658,H3-3A,UniProtP84243,protein,Homo sapiens,Histone H3.3
1254,3,EBI-356876,CCT4,UniProtP50991,protein,Homo sapiens,T-complex protein 1 subunit delta
1255,3,EBI-350322,DDB1,UniProtQ16531,protein,Homo sapiens,DNA damage-binding protein 1
1256,3,EBI-297903,PLEC,UniProtQ15149,protein,Homo sapiens,Plectin
1257,3,EBI-352939,RUVBL2,UniProtQ9Y230,protein,Homo sapiens,RuvB-like 2
1258,3,EBI-1045214,RAB1B,UniProtQ9H0U4,protein,Homo sapiens,Ras-related protein Rab-1B
1259,3,EBI-746012,DDX17,UniProtQ92841,protein,Homo sapiens,Probable ATP-dependent RNA helicase DDX17
1260,3,EBI-764611,MAP1B,UniProtP46821,protein,Homo sapiens,Microtubule-associated protein 1B
1261,3,EBI-725832,MAGED2,UniProtQ9UNF1,protein,Homo sapiens,Melanoma-associated antigen D2
1262,3,EBI-355410,CCAR2,UniProtQ8N163,protein,Homo sapiens,Cell cycle and apoptosis regulator protein 2
1263,3,EBI-2555881,AHNAK,UniProtQ09666,protein,Homo sapiens,Neuroblast differentiation-associated protein AHNAK
1264,3,EBI-1171303,AP1B1,UniProtQ10567,protein,Homo sapiens,AP-1 complex subunit beta-1
1265,3,EBI-357407,CCT2,UniProtP78371,protein,Homo sapiens,T-complex protein 1 subunit beta
1266,3,EBI-2514791,HAUS1,UniProtQ96CS2,protein,Homo sapiens,HAUS augmin-like complex subunit 1
1267,3,EBI-358474,DDX1,UniProtQ92499,protein,Homo sapiens,ATP-dependent RNA helicase DDX1
1268,3,EBI-296047,HSP90AA1,UniProtP07900,protein,Homo sapiens,Heat shock protein HSP 90-alpha
1269,3,EBI-710124,KDM1A,UniProtO60341,protein,Homo sapiens,Lysine-specific histone demethylase 1A
1270,3,EBI-946095,PCBP1,UniProtQ15365,protein,Homo sapiens,Poly(rC)-binding protein 1
1271,3,EBI-351590,HNRNPH1,UniProtP31943,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein H
1272,3,EBI-356173,SMC4,UniProtQ9NTJ3,protein,Homo sapiens,Structural maintenance of chromosomes protein 4
1273,3,EBI-1104799,CEP170,UniProtQ5SW79,protein,Homo sapiens,Centrosomal protein of 170 kDa
1274,3,EBI-724352,DCTN1,UniProtQ14203,protein,Homo sapiens,Dynactin subunit 1
1275,3,EBI-350569,RPS5,UniProtP46782,protein,Homo sapiens,Small ribosomal subunit protein uS7
1276,3,EBI-1054923,RAB5C,UniProtP51148,protein,Homo sapiens,Ras-related protein Rab-5C
1277,3,EBI-359710,PSMC2,UniProtP35998,protein,Homo sapiens,26S proteasome regulatory subunit 7
1278,3,EBI-359733,PSMD12,UniProtO00232,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 12
1279,3,EBI-352783,RPS14,UniProtP62263,protein,Homo sapiens,Small ribosomal subunit protein uS11
1280,3,EBI-762451,CAPZA2,UniProtP47755,protein,Homo sapiens,F-actin-capping protein subunit alpha-2
1281,3,EBI-359832,YWHAG,UniProtP61981,protein,Homo sapiens,14-3-3 protein gamma
1282,3,EBI-297993,SNRPD2,UniProtP62316,protein,Homo sapiens,Small nuclear ribonucleoprotein Sm D2
1283,3,EBI-1044112,SND1,UniProtQ7KZF4,protein,Homo sapiens,Staphylococcal nuclease domain-containing protein 1
1284,3,EBI-357046,CCT7,UniProtQ99832,protein,Homo sapiens,T-complex protein 1 subunit eta
1285,3,EBI-1171169,CLTA,UniProtP09496,protein,Homo sapiens,Clathrin light chain A
1286,3,EBI-348469,SF3B4,UniProtQ15427,protein,Homo sapiens,Splicing factor 3B subunit 4
1287,3,EBI-352602,MATR3,UniProtP43243,protein,Homo sapiens,Matrin-3
1288,3,EBI-297683,AP2M1,UniProtQ96CW1,protein,Homo sapiens,AP-2 complex subunit mu
1289,3,EBI-603262,PSMA2,UniProtP25787,protein,Homo sapiens,Proteasome subunit alpha type-2
1290,3,EBI-715641,LSM14B,UniProtQ9BX40,protein,Homo sapiens,Protein LSM14 homolog B
1291,3,EBI-356498,YWHAE,UniProtP62258,protein,Homo sapiens,14-3-3 protein epsilon
1292,3,EBI-347088,YWHAZ,UniProtP63104,protein,Homo sapiens,14-3-3 protein zeta/delta
1293,3,EBI-353303,RPL23,UniProtP62829,protein,Homo sapiens,Large ribosomal subunit protein uL14
1294,3,EBI-352572,HSP90AB1,UniProtP08238,protein,Homo sapiens,Heat shock protein HSP 90-beta
1295,3,EBI-359854,YWHAQ,UniProtP27348,protein,Homo sapiens,14-3-3 protein theta
1296,3,EBI-354932,HSPA9,UniProtP38646,protein,Homo sapiens,Stress-70 protein; mitochondrial
1297,3,EBI-4289961,MARCKSL1,UniProtP49006,protein,Homo sapiens,MARCKS-related protein
1298,3,EBI-78139,TRIM28,UniProtQ13263,protein,Homo sapiens,Transcription intermediary factor 1-beta
1299,3,EBI-5461341,NELFA,UniProtQ9H3P2,protein,Homo sapiens,Negative elongation factor A
1300,3,EBI-1048422,API5,UniProtQ9BZZ5,protein,Homo sapiens,Apoptosis inhibitor 5
1301,3,EBI-346882,TSG101,UniProtQ99816,protein,Homo sapiens,Tumor susceptibility gene 101 protein
1302,3,EBI-357745,PSMC5,UniProtP62195,protein,Homo sapiens,26S proteasome regulatory subunit 8
1303,3,EBI-356673,CCT3,UniProtP49368,protein,Homo sapiens,T-complex protein 1 subunit gamma
1304,3,EBI-356658,FASN,UniProtP49327,protein,Homo sapiens,Fatty acid synthase
1305,3,EBI-2009923,WDR11,UniProtQ9BZH6,protein,Homo sapiens,WD repeat-containing protein 11
1306,3,EBI-356687,CCT6A,UniProtP40227,protein,Homo sapiens,T-complex protein 1 subunit zeta
1307,3,EBI-347834,DNAJA1,UniProtP31689,protein,Homo sapiens,DnaJ homolog subfamily A member 1
1308,3,EBI-721019,KLC1,UniProtQ07866,protein,Homo sapiens,Kinesin light chain 1
1309,3,EBI-2841747,EXOSC6,UniProtQ5RKV6,protein,Homo sapiens,Exosome complex component MTR3
1310,3,EBI-286758,KPNB1,UniProtQ14974,protein,Homo sapiens,Importin subunit beta-1
1311,3,EBI-73440,EIF4E,UniProtP06730,protein,Homo sapiens,Eukaryotic translation initiation factor 4E
1312,3,EBI-359720,PSMC3,UniProtP17980,protein,Homo sapiens,26S proteasome regulatory subunit 6A
1313,3,EBI-357648,PSMD2,UniProtQ13200,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 2
1314,3,EBI-356553,TCP1,UniProtP17987,protein,Homo sapiens,T-complex protein 1 subunit alpha
1315,3,EBI-716185,MYCBP,UniProtQ99417,protein,Homo sapiens,c-Myc-binding protein
1316,3,EBI-750990,ETF1,UniProtP62495,protein,Homo sapiens,Eukaryotic peptide chain release factor subunit 1
1317,3,EBI-359318,PSMD4,UniProtP55036,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 4
1318,3,EBI-357622,PSMD3,UniProtO43242,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 3
1319,3,EBI-715074,DCTN2,UniProtQ13561,protein,Homo sapiens,Dynactin subunit 2
1320,3,EBI-355710,CCT5,UniProtP48643,protein,Homo sapiens,T-complex protein 1 subunit epsilon
1321,3,EBI-304185,HNRNPK,UniProtP61978,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein K
1322,3,EBI-356070,PSMD13,UniProtQ9UNM6,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 13
1323,3,EBI-352022,DHX9,UniProtQ08211,protein,Homo sapiens,ATP-dependent RNA helicase A
1324,3,EBI-347762,UBAP2L,UniProtQ14157,protein,Homo sapiens,Ubiquitin-associated protein 2-like
1325,3,EBI-1047080,CAPRIN1,UniProtQ14444,protein,Homo sapiens,Caprin-1
1326,3,EBI-372844,PABPC4,UniProtQ13310,protein,Homo sapiens,Polyadenylate-binding protein 4
1327,3,EBI-357079,CNOT9,UniProtQ92600,protein,Homo sapiens,CCR4-NOT transcription complex subunit 9
1328,3,EBI-354533,RPL22,UniProtP35268,protein,Homo sapiens,Large ribosomal subunit protein eL22
1329,3,EBI-350540,PTBP1,UniProtP26599,protein,Homo sapiens,Polypyrimidine tract-binding protein 1
1330,3,EBI-1057009,HMGB2,UniProtP26583,protein,Homo sapiens,High mobility group protein B2
1331,3,EBI-353027,RPS28,UniProtP62857,protein,Homo sapiens,Small ribosomal subunit protein eS28
1332,3,EBI-2878081,YTHDF2,UniProtQ9Y5A9,protein,Homo sapiens,YTH domain-containing family protein 2
1333,3,EBI-1054362,PTBP3,UniProtO95758,protein,Homo sapiens,Polypyrimidine tract-binding protein 3
1334,3,EBI-2214136,HMGB3,UniProtO15347,protein,Homo sapiens,High mobility group protein B3
1335,3,EBI-1049099,KHSRP,UniProtQ92945,protein,Homo sapiens,Far upstream element-binding protein 2
1336,3,EBI-11324775,C11orf98,UniProtE9PRG8,protein,Homo sapiens,Uncharacterized protein C11orf98
1337,3,EBI-1776615,EIF2A,UniProtQ9BY44,protein,Homo sapiens,Eukaryotic translation initiation factor 2A
1338,3,EBI-6150252,H2BC11,UniProtP06899,protein,Homo sapiens,Histone H2B type 1-J
1339,3,EBI-353116,RPL30,UniProtP62888,protein,Homo sapiens,Large ribosomal subunit protein eL30
1340,3,EBI-494830,H2AX,UniProtP16104,protein,Homo sapiens,Histone H2AX
1341,3,EBI-372557,SRSF3,UniProtP84103,protein,Homo sapiens,Serine/arginine-rich splicing factor 3
1342,3,EBI-73711,EIF4G1,UniProtQ04637,protein,Homo sapiens,Eukaryotic translation initiation factor 4 gamma 1
1343,3,EBI-1758689,HMGN2,UniProtP05204,protein,Homo sapiens,Non-histone chromosomal protein HMG-17
1344,3,EBI-742413,COPS4,UniProtQ9BT78,protein,Homo sapiens,COP9 signalosome complex subunit 4
1345,3,EBI-373471,UPF1,UniProtQ92900,protein,Homo sapiens,Regulator of nonsense transcripts 1
1346,3,EBI-7813901,RPL14,UniProtQ6IPH7,protein,Homo sapiens,Large ribosomal subunit protein eL14
1347,3,EBI-358163,H1-4,UniProtP10412,protein,Homo sapiens,Histone H1.4
1348,3,EBI-6269510,TMA7,UniProtQ9Y2S6,protein,Homo sapiens,Translation machinery-associated protein 7
1349,3,EBI-1052479,H1-3,UniProtP16402,protein,Homo sapiens,Histone H1.3
1350,3,EBI-359252,PPIB,UniProtP23284,protein,Homo sapiens,Peptidyl-prolyl cis-trans isomerase B
1351,3,EBI-1048805,APEX1,UniProtP27695,protein,Homo sapiens,DNA-(apurinic or apyrimidinic site) endonuclease
1352,3,EBI-2608271,TCEA1,UniProtP23193,protein,Homo sapiens,Transcription elongation factor A protein 1
1353,3,EBI-372327,LDHA,UniProtP00338,protein,Homo sapiens,L-lactate dehydrogenase A chain
1354,3,EBI-725133,LSM12,UniProtQ3MHD2,protein,Homo sapiens,Protein LSM12
1355,3,EBI-719024,HNRNPL,UniProtP14866,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein L
1356,3,EBI-1052566,MZT2B,UniProtQ6NZ67,protein,Homo sapiens,Mitotic-spindle organizing protein 2B
1357,3,EBI-1050987,BUB3,UniProtO43684,protein,Homo sapiens,Mitotic checkpoint protein BUB3
1358,3,EBI-395189,POLR2E,UniProtP19388,protein,Homo sapiens,DNA-directed RNA polymerases I; II; and III subunit RPABC1
1359,3,EBI-724092,HNRNPA0,UniProtQ13151,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein A0
1360,3,EBI-1024357,SYNCRIP,UniProtO60506,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein Q
1361,3,EBI-713419,HNRNPR,UniProtO43390,protein,Homo sapiens,Heterogeneous nuclear ribonucleoprotein R
1362,3,EBI-1056162,EIF2S1,UniProtP05198,protein,Homo sapiens,Eukaryotic translation initiation factor 2 subunit 1
1363,3,EBI-354056,GAPDH,UniProtP04406,protein,Homo sapiens,Glyceraldehyde-3-phosphate dehydrogenase
1364,3,EBI-851542,SEPTIN9,UniProtQ9UHD8,protein,Homo sapiens,Septin-9
1365,3,EBI-2949699,RBM3,UniProtP98179,protein,Homo sapiens,RNA-binding protein 3
1366,3,EBI-707816,FEN1,UniProtP39748,protein,Homo sapiens,Flap endonuclease 1
1367,3,EBI-2949703,RPL26L1,UniProtQ9UNX3,protein,Homo sapiens,Ribosomal protein uL24-like
1368,3,EBI-2685847,PRRC2C,UniProtQ9Y520,protein,Homo sapiens,Protein PRRC2C
1369,3,EBI-299649,HNRNPA2B1,UniProtP22626,protein,Homo sapiens,Heterogeneous nuclear ribonucleoproteins A2/B1
1370,3,EBI-538850,CIRBP,UniProtQ14011,protein,Homo sapiens,Cold-inducible RNA-binding protein
1371,3,EBI-2255091,TAF15,UniProtQ92804,protein,Homo sapiens,TATA-binding protein-associated factor 2N
1372,3,EBI-2509921,LRRC47,UniProtQ8N1G4,protein,Homo sapiens,Leucine-rich repeat-containing protein 47
1373,3,EBI-353675,RUVBL1,UniProtQ9Y265,protein,Homo sapiens,RuvB-like 1
1374,3,EBI-353193,PRDX1,UniProtQ06830,protein,Homo sapiens,Peroxiredoxin-1
1375,3,EBI-722092,PBDC1,UniProtQ9BVG4,protein,Homo sapiens,Protein PBDC1
1376,3,EBI-1773495,ACTBL2,UniProtQ562R1,protein,Homo sapiens,Beta-actin-like protein 2
1377,3,EBI-351450,SPTAN1,UniProtQ13813,protein,Homo sapiens,Spectrin alpha chain; non-erythrocytic 1
1378,3,EBI-353944,ACTB,UniProtP60709,protein,Homo sapiens,Actin; cytoplasmic 1
1379,3,EBI-359088,POTEKP,UniProtQ9BYX7,protein,Homo sapiens,Putative beta-actin-like protein 3
1380,3,EBI-351292,ACTG1,UniProtP63261,protein,Homo sapiens,Actin; cytoplasmic 2
1381,3,EBI-722193,PSMD14,UniProtO00487,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 14
1382,3,EBI-352273,ACTC1,UniProtP68032,protein,Homo sapiens,Actin; alpha cardiac muscle 1
1383,3,EBI-6150673,POTEF,UniProtA5A3E0,protein,Homo sapiens,POTE ankyrin domain family member F
1384,3,EBI-2255116,NAP1L4,UniProtQ99733,protein,Homo sapiens,Nucleosome assembly protein 1-like 4
1385,3,EBI-374880,CDC5L,UniProtQ99459,protein,Homo sapiens,Cell division cycle 5-like protein
1386,3,EBI-359815,YWHAB,UniProtP31946,protein,Homo sapiens,14-3-3 protein beta/alpha
1387,3,EBI-949294,SNX6,UniProtQ9UNH7,protein,Homo sapiens,Sorting nexin-6
1388,3,EBI-355586,CAPZA1,UniProtP52907,protein,Homo sapiens,F-actin-capping protein subunit alpha-1
1389,3,EBI-355546,PSME3,UniProtP61289,protein,Homo sapiens,Proteasome activator complex subunit 3
1390,3,EBI-351467,EEF1G,UniProtP26641,protein,Homo sapiens,Elongation factor 1-gamma
1391,3,EBI-1047302,CACYBP,UniProtQ9HB71,protein,Homo sapiens,Calcyclin-binding protein
1392,3,EBI-352560,EEF2,UniProtP13639,protein,Homo sapiens,Elongation factor 2
1393,3,EBI-1048857,TXNL1,UniProtO43396,protein,Homo sapiens,Thioredoxin-like protein 1
1394,3,EBI-354967,CLTC,UniProtQ00610,protein,Homo sapiens,Clathrin heavy chain 1
1395,3,EBI-1055010,RFC3,UniProtP40938,protein,Homo sapiens,Replication factor C subunit 3
1396,3,EBI-717515,ARHGEF7,UniProtQ14155,protein,Homo sapiens,Rho guanine nucleotide exchange factor 7
1397,3,EBI-6916503,HSP90AB4P,UniProtQ58FF6,protein,Homo sapiens,Putative heat shock protein HSP 90-beta 4
1398,3,EBI-603272,PSMA7,UniProtO14818,protein,Homo sapiens,Proteasome subunit alpha type-7
1399,3,EBI-357598,PSMC1,UniProtP62191,protein,Homo sapiens,26S proteasome regulatory subunit 4
1400,3,EBI-357874,PSMD1,UniProtQ99460,protein,Homo sapiens,26S proteasome non-ATPase regulatory subunit 1
1401,3,EBI-349938,KPNA2,UniProtP52292,protein,Homo sapiens,Importin subunit alpha-1
1402,3,EBI-346967,NCL,UniProtP19338,protein,Homo sapiens,Nucleolin
1403,3,EBI-709613,ALDOA,UniProtP04075,protein,Homo sapiens,Fructose-bisphosphate aldolase A
1404,3,EBI-725702,PPM1G,UniProtO15355,protein,Homo sapiens,Protein phosphatase 1G
1405,3,EBI-2352802,PYM1,UniProtQ9BRP8,protein,Homo sapiens,Partner of Y14 and mago
1406,3,EBI-373505,NARS1,UniProtO43776,protein,Homo sapiens,Asparagine--tRNA ligase; cytoplasmic
1407,3,EBI-358037,SSB,UniProtP05455,protein,Homo sapiens,Lupus La protein
1408,3,EBI-349105,DYNLL1,UniProtP63167,protein,Homo sapiens,Dynein light chain 1; cytoplasmic
1409,3,EBI-395746,PRPF19,UniProtQ9UMS4,protein,Homo sapiens,Pre-mRNA-processing factor 19
1410,3,EBI-358193,YBX3,UniProtP16989,protein,Homo sapiens,Y-box-binding protein 3
1411,3,EBI-6598484,YBX2,UniProtQ9Y2T7,protein,Homo sapiens,Y-box-binding protein 2
1412,3,EBI-352547,RCC2,UniProtQ9P258,protein,Homo sapiens,Protein RCC2
1413,3,EBI-353877,ENO1,UniProtP06733,protein,Homo sapiens,Alpha-enolase
1414,3,EBI-352733,CFL1,UniProtP23528,protein,Homo sapiens,Cofilin-1
1415,3,EBI-78756,ILF3,UniProtQ12906,protein,Homo sapiens,Interleukin enhancer-binding factor 3
1416,3,EBI-301697,HDAC6,UniProtQ9UBN7,protein,Homo sapiens,Histone deacetylase 6
